tab	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
James Pierce	-80.3	0.0	0.0	90.0	This study	-89.0			64.2		SO-CMD-NORTH	CF-139	CF
James Pierce	254.5	0.0	0.0	90.0	This study	-78.0			64.7		SO-CMD-NORTH	CF-140	CF
James Pierce	249.7	0.0	0.0	90.0	This study	-85.0			65.4		SO-CMD-NORTH	CF-141	CF
James Pierce	263.5	0.0	0.0	90.0	This study	-85.0			65.8		SO-CMD-NORTH	CF-142	CF
James Pierce	258.7	0.0	0.0	90.0	This study	-69.0			66.2		SO-CMD-NORTH	CF-143	CF
James Pierce	-85.9	0.0	0.0	90.0	This study	-83.0			67.1		SO-CMD-NORTH	CF-144	CF
James Pierce	-83.9	0.0	0.0	90.0	This study	-85.0			67.3		SO-CMD-NORTH	CF-145	CF
James Pierce	261.5	0.0	0.0	90.0	This study	-93.0			68.5		SO-CMD-NORTH	CF-146	CF
James Pierce	-80.5	0.0	0.0	90.0	This study	-81.0			68.9		SO-CMD-NORTH	CF-147	CF
James Pierce	260.5	0.0	0.0	90.0	This study	-84.0			69.9		SO-CMD-NORTH	CF-148	CF
James Pierce	261.5	0.0	0.0	90.0	This study	-90.0			70.3		SO-CMD-NORTH	CF-149	CF
James Pierce	-76.5	0.0	0.0	90.0	This study	-80.0			70.4		SO-CMD-NORTH	CF-150	CF
James Pierce	265.5	0.0	0.0	90.0	This study	-93.0			70.6		SO-CMD-NORTH	CF-151	CF
James Pierce	256.5	0.0	0.0	90.0	This study	-81.0			71.9		SO-CMD-NORTH	CF-152	CF
James Pierce	-58.5	0.0	0.0	90.0	This study	-95.0			72.6		SO-CMD-NORTH	CF-153	CF
James Pierce	-75.5	0.0	0.0	90.0	This study	-94.0			73.0		SO-CMD-NORTH	CF-154	CF
James Pierce	-72.5	0.0	0.0	90.0	This study	-89.0			73.5		SO-CMD-NORTH	CF-155	CF
James Pierce	-1.5	0.0	0.0	90.0	This study	-87.0			73.9		SO-CMD-NORTH	CF-156	CF
James Pierce	-78.5	0.0	0.0	90.0	This study	-83.0			75.0		SO-CMD-NORTH	CF-157	CF
James Pierce	259.5	0.0	0.0	90.0	This study	-86.0			75.8		SO-CMD-NORTH	CF-158	CF
James Pierce	264.5	0.0	0.0	90.0	This study	-91.0			76.1		SO-CMD-NORTH	CF-159	CF
James Pierce	-83.5	0.0	0.0	90.0	This study	-84.0			76.8		SO-CMD-NORTH	CF-160	CF
James Pierce	265.5	0.0	0.0	90.0	This study	-78.0			77.5		SO-CMD-NORTH	CF-161	CF
James Pierce	-83.5	0.0	0.0	90.0	This study	-83.0			78.1		SO-CMD-NORTH	CF-162	CF
James Pierce	264.5	0.0	0.0	90.0	This study	-73.0			78.7		SO-CMD-NORTH	CF-163	CF
James Pierce	265.5	0.0	0.0	90.0	This study	-82.0			79.6		SO-CMD-NORTH	CF-164	CF
James Pierce	-86.5	0.0	0.0	90.0	This study	-81.0			80.2		SO-CMD-NORTH	CF-165	CF
James Pierce	-69.5	0.0	0.0	90.0	This study	-88.0			80.6		SO-CMD-NORTH	CF-166	CF
James Pierce	-77.5	0.0	0.0	90.0	This study	-85.0			81.1		SO-CMD-NORTH	CF-167	CF
James Pierce	-78.5	0.0	0.0	90.0	This study	-86.0			81.6		SO-CMD-NORTH	CF-168	CF
James Pierce	266.5	0.0	0.0	90.0	This study	-85.0			82.4		SO-CMD-NORTH	CF-169	CF
James Pierce	266.5	0.0	0.0	90.0	This study	-82.0			82.9		SO-CMD-NORTH	CF-170	CF
James Pierce	-92.5	0.0	0.0	90.0	This study	-81.0			84.1		SO-CMD-NORTH	CF-172	CF
James Pierce	250.5	0.0	0.0	90.0	This study	-89.0			85.0		SO-CMD-NORTH	CF-173	CF
James Pierce	-88.5	0.0	0.0	90.0	This study	-80.0			86.1		SO-CMD-NORTH	CF-174	CF
James Pierce	-85.5	0.0	0.0	90.0	This study	-87.0			86.9		SO-CMD-NORTH	CF-175	CF
James Pierce	-78.5	0.0	0.0	90.0	This study	-81.0			87.3		SO-CMD-NORTH	CF-176	CF
James Pierce	-88.5	0.0	0.0	90.0	This study	-89.0			88.0		SO-CMD-NORTH	CF-177	CF
James Pierce	-83.5	0.0	0.0	90.0	This study	-88.0			88.9		SO-CMD-NORTH	CF-178	CF
James Pierce	-86.5	0.0	0.0	90.0	This study	-85.0			89.7		SO-CMD-NORTH	CF-179	CF
James Pierce	56.5	0.0	0.0	90.0	This study	-83.0			90.2		SO-CMD-NORTH	CF-180	CF
James Pierce	262.5	0.0	0.0	90.0	This study	-75.0			91.0		SO-CMD-NORTH	CF-181	CF
James Pierce	-65.5	0.0	0.0	90.0	This study	-83.0			91.5		SO-CMD-NORTH	CF-182	CF
James Pierce	236.5	0.0	0.0	90.0	This study	-77.0			92.3		SO-CMD-NORTH	CF-183	CF
James Pierce	262.5	0.0	0.0	90.0	This study	-80.0			94.1		SO-CMD-NORTH	CF-185	CF
James Pierce	-85.5	0.0	0.0	90.0	This study	-74.0			94.6		SO-CMD-NORTH	CF-186	CF
