tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
CF-107a_LP-DIR-T-247	CF-107a_LP-DIR-T	CF-107a	2.0	184.7	55.6	0	0	0	0	13	873	This study	hargrave 2021-01-29 09:51:09	LT-T-Z:LP-DIR-T	g	247	u	8	273	James Pierce		pmagpy-4.2.24-1	9.19e-08	1.4099999999999999e-09	2.62e-09	1.26e-09	CF-107	CF	Cut Face Creek
CF-108a_LP-DIR-T-277	CF-108a_LP-DIR-T	CF-108a	3.6	131.5	63.6	0	0	0	0	13	873	This study	hargrave 2021-01-29 09:52:44	LT-T-Z:LP-DIR-T	g	277	u	8	273	James Pierce		pmagpy-4.2.24-1	2.58e-07	1.09e-08	1.22e-08	1e-09	CF-108	CF	Cut Face Creek
CF-109a_LP-DIR-T-308	CF-109a_LP-DIR-T	CF-109a	2.0	204.4	60.5	0	0	0	0	13	873	This study	hargrave 2021-01-29 09:56:25	LT-T-Z:LP-DIR-T	g	308	u	8	273	James Pierce		pmagpy-4.2.24-1	1.0199999999999999e-07	1.49e-09	3.3100000000000004e-09	2.3e-10	CF-109	CF	Cut Face Creek
CF-10a_LP-DIR-T-336	CF-10a_LP-DIR-T	CF-10a	0.5	183.2	-52.8	0	0	0	0	13	873	This study	hargrave 2020-10-07 21:36:29	LT-T-Z:LP-DIR-T	g	336	u	8	273	James Pierce		pmagpy-4.2.24-1	2.01e-07	9.83e-10	1.52e-09	9.41e-10	CF-10	CF	Cut Face Creek
CF-110a_LP-DIR-T-367	CF-110a_LP-DIR-T	CF-110a	0.8	130.0	62.6	0	0	0	0	13	873	This study	hargrave 2021-01-29 09:58:03	LT-T-Z:LP-DIR-T	g	367	u	8	273	James Pierce		pmagpy-4.2.24-1	1.8600000000000002e-07	2.2899999999999997e-09	6.59e-10	8.84e-10	CF-110	CF	Cut Face Creek
CF-111a_LP-DIR-T-397	CF-111a_LP-DIR-T	CF-111a	2.2	143.3	53.8	0	0	0	0	13	873	This study	hargrave 2021-01-29 09:59:33	LT-T-Z:LP-DIR-T	g	397	u	8	273	James Pierce		pmagpy-4.2.24-1	9.429999999999999e-08	1.6800000000000002e-09	3.14e-09	1.1e-09	CF-111	CF	Cut Face Creek
CF-112a_LP-DIR-T-427	CF-112a_LP-DIR-T	CF-112a	0.4	127.1	46.8	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:01:04	LT-T-Z:LP-DIR-T	g	427	u	8	273	James Pierce		pmagpy-4.2.24-1	1.72e-07	9.48e-10	7.729999999999999e-10	6.97e-10	CF-112	CF	Cut Face Creek
CF-113a_LP-DIR-T-463	CF-113a_LP-DIR-T	CF-113a	71.6	151.9	50.2	0	0	0	0	19	873	This study	hargrave 2021-01-29 10:02:32	LT-T-Z:LP-DIR-T	b	463	u	8	273	James Pierce		pmagpy-4.2.24-1	2.15e-08	1.3e-08	6.9400000000000004e-09	1.77e-08	CF-113	CF	Cut Face Creek
CF-113a_LP-DIR-T-464	CF-113a_LP-DIR-T	CF-113a	46.3	240.6	-51.4	0	0	0	0	20	873	This study	hargrave 2021-01-29 11:02:08	LT-T-Z:LP-DIR-T	b	464	u	8	273	James Pierce		pmagpy-4.2.24-1	2.16e-08	7.06e-09	1.25e-08	1.8e-08	CF-113	CF	Cut Face Creek
CF-113a_LP-DIR-T-465	CF-113a_LP-DIR-T	CF-113a	71.5	152.9	49.9	0	0	0	0	21	873	This study	hargrave 2021-01-29 11:10:37	LT-T-Z:LP-DIR-T	b	465	u	8	273	James Pierce		pmagpy-4.2.24-1	2.15e-08	1.32e-08	6.759999999999999e-09	1.76e-08	CF-113	CF	Cut Face Creek
CF-113a_LP-DIR-T-466	CF-113a_LP-DIR-T	CF-113a	1.0	151.1	50.6	0	0	0	0	22	873	This study	hargrave 2021-01-29 11:25:43	LT-T-Z:LP-DIR-T	g	466	u	8	273	James Pierce		pmagpy-4.2.24-1	4.3099999999999996e-08	8.14e-10	3.9899999999999997e-10	2.9100000000000003e-10	CF-113	CF	Cut Face Creek
CF-114a_LP-DIR-T-495	CF-114a_LP-DIR-T	CF-114a	1.4	146.2	45.0	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:04:03	LT-T-Z:LP-DIR-T	g	495	u	8	273	James Pierce		pmagpy-4.2.24-1	1.0199999999999999e-07	2.2e-09	1.1199999999999999e-09	7.75e-10	CF-114	CF	Cut Face Creek
CF-115a_LP-DIR-T-527	CF-115a_LP-DIR-T	CF-115a	1.3	181.9	66.5	0	0	0	0	15	873	This study	hargrave 2021-01-29 10:05:33	LT-T-Z:LP-DIR-T	g	527	u	8	273	James Pierce		pmagpy-4.2.24-1	1.28e-07	1.4300000000000002e-09	2.6100000000000003e-09	5.83e-10	CF-115	CF	Cut Face Creek
CF-116a_LP-DIR-T-557	CF-116a_LP-DIR-T	CF-116a	2.3	172.5	59.3	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:07:01	LT-T-Z:LP-DIR-T	g	557	u	8	273	James Pierce		pmagpy-4.2.24-1	6.6e-08	1.4199999999999999e-09	2.04e-09	9.02e-10	CF-116	CF	Cut Face Creek
CF-117a_LP-DIR-T-587	CF-117a_LP-DIR-T	CF-117a	1.5	181.4	63.1	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:08:33	LT-T-Z:LP-DIR-T	g	587	u	8	273	James Pierce		pmagpy-4.2.24-1	1.51e-07	3.3500000000000002e-09	1.75e-09	1.49e-09	CF-117	CF	Cut Face Creek
CF-118a_LP-DIR-T-621	CF-118a_LP-DIR-T	CF-118a	2.3	137.2	24.0	0	0	0	0	17	873	This study	hargrave 2021-01-29 10:10:03	LT-T-Z:LP-DIR-T	g	621	u	8	273	James Pierce		pmagpy-4.2.24-1	5.37e-08	1.54e-09	1.46e-09	4.81e-10	CF-118	CF	Cut Face Creek
CF-119a_LP-DIR-T-652	CF-119a_LP-DIR-T	CF-119a	0.9	142.9	64.3	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:13:42	LT-T-Z:LP-DIR-T	g	652	u	8	273	James Pierce		pmagpy-4.2.24-1	1.1599999999999999e-07	5.62e-10	1.7699999999999999e-09	4.36e-10	CF-119	CF	Cut Face Creek
CF-11a_LP-DIR-T-682	CF-11a_LP-DIR-T	CF-11a	1.9	189.4	-28.4	0	0	0	0	13	873	This study	hargrave 2020-10-07 21:40:10	LT-T-Z:LP-DIR-T	g	682	u	8	273	James Pierce		pmagpy-4.2.24-1	3.37e-07	4.45e-09	9.359999999999999e-09	4.43e-09	CF-11	CF	Cut Face Creek
CF-120a_LP-DIR-T-712	CF-120a_LP-DIR-T	CF-120a	1.2	167.7	70.3	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:15:14	LT-T-Z:LP-DIR-T	g	712	u	8	273	James Pierce		pmagpy-4.2.24-1	1.24e-07	8.76e-10	2.38e-09	3.11e-10	CF-120	CF	Cut Face Creek
CF-121a_LP-DIR-T-743	CF-121a_LP-DIR-T	CF-121a	0.9	163.0	67.9	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:16:43	LT-T-Z:LP-DIR-T	g	743	u	8	273	James Pierce		pmagpy-4.2.24-1	2.2e-07	1.6699999999999998e-09	2.7600000000000004e-09	9.070000000000001e-10	CF-121	CF	Cut Face Creek
CF-122a_LP-DIR-T-779	CF-122a_LP-DIR-T	CF-122a	3.3	128.9	57.1	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:18:14	LT-T-Z:LP-DIR-T	g	779	u	8	273	James Pierce		pmagpy-4.2.24-1	1.6e-07	5.420000000000001e-09	7.23e-09	1.46e-09	CF-122	CF	Cut Face Creek
CF-123a_LP-DIR-T-809	CF-123a_LP-DIR-T	CF-123a	2.8	130.0	73.3	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:19:50	LT-T-Z:LP-DIR-T	g	809	u	8	273	James Pierce		pmagpy-4.2.24-1	6.18e-08	2.8199999999999998e-09	1.14e-09	5.24e-10	CF-123	CF	Cut Face Creek
CF-124a_LP-DIR-T-846	CF-124a_LP-DIR-T	CF-124a	11.5	126.0	26.0	0	0	0	0	20	873	This study	hargrave 2021-01-29 10:21:27	LT-T-Z:LP-DIR-T	b	846	u	8	273	James Pierce		pmagpy-4.2.24-1	6.16e-08	9.92e-09	7.640000000000001e-09	3.09e-10	CF-124	CF	Cut Face Creek
CF-124a_LP-DIR-T-847	CF-124a_LP-DIR-T	CF-124a	65.1	173.8	-2.6	0	0	0	0	21	873	This study	hargrave 2021-01-29 11:03:41	LT-T-Z:LP-DIR-T	b	847	u	8	273	James Pierce		pmagpy-4.2.24-1	2.73e-08	4.04e-09	5.2300000000000005e-08	3.01e-08	CF-124	CF	Cut Face Creek
CF-124a_LP-DIR-T-848	CF-124a_LP-DIR-T	CF-124a	8.6	123.1	25.9	0	0	0	0	22	873	This study	hargrave 2021-01-29 11:12:11	LT-T-Z:LP-DIR-T	b	848	u	8	273	James Pierce		pmagpy-4.2.24-1	6.2e-08	7.659999999999999e-09	5.45e-09	3.2000000000000003e-10	CF-124	CF	Cut Face Creek
CF-124a_LP-DIR-T-849	CF-124a_LP-DIR-T	CF-124a	7.5	129.9	27.3	0	0	0	0	23	873	This study	hargrave 2021-01-29 11:27:16	LT-T-Z:LP-DIR-T	g	849	u	8	273	James Pierce		pmagpy-4.2.24-1	6.2e-08	6.45e-09	4.92e-09	9.6e-10	CF-124	CF	Cut Face Creek
CF-125a_LP-DIR-T-881	CF-125a_LP-DIR-T	CF-125a	0.8	166.5	58.3	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:23:02	LT-T-Z:LP-DIR-T	g	881	u	8	273	James Pierce		pmagpy-4.2.24-1	5.0999999999999993e-08	8.210000000000001e-10	2.79e-10	3.1399999999999995e-10	CF-125	CF	Cut Face Creek
CF-126a_LP-DIR-T-913	CF-126a_LP-DIR-T	CF-126a	0.5	241.2	84.9	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:24:33	LT-T-Z:LP-DIR-T	g	913	u	8	273	James Pierce		pmagpy-4.2.24-1	1.44e-07	7.89e-10	1e-09	3.03e-10	CF-126	CF	Cut Face Creek
CF-127a_LP-DIR-T-943	CF-127a_LP-DIR-T	CF-127a	3.0	138.3	63.4	0	0	0	0	15	873	This study	hargrave 2021-01-29 10:26:02	LT-T-Z:LP-DIR-T	g	943	u	8	273	James Pierce		pmagpy-4.2.24-1	9.67e-08	2.64e-09	4.43e-09	2.34e-10	CF-127	CF	Cut Face Creek
CF-128a_LP-DIR-T-977	CF-128a_LP-DIR-T	CF-128a	1.2	137.5	51.2	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:27:35	LT-T-Z:LP-DIR-T	g	977	u	8	273	James Pierce		pmagpy-4.2.24-1	6.349999999999999e-08	7.75e-10	7.349999999999999e-10	9.68e-10	CF-128	CF	Cut Face Creek
CF-129a_LP-DIR-T-1008	CF-129a_LP-DIR-T	CF-129a	0.6	234.5	47.2	0	0	0	0	16	873	This study	hargrave 2021-01-29 10:31:15	LT-T-Z:LP-DIR-T	g	1008	u	8	273	James Pierce		pmagpy-4.2.24-1	8.48e-08	3.1e-10	7.17e-10	6.519999999999999e-10	CF-129	CF	Cut Face Creek
CF-12a_LP-DIR-T-1036	CF-12a_LP-DIR-T	CF-12a	2.2	190.9	-27.9	0	0	0	0	13	873	This study	hargrave 2020-10-07 21:41:45	LT-T-Z:LP-DIR-T	g	1036	u	8	273	James Pierce		pmagpy-4.2.24-1	1.8100000000000002e-07	2.0600000000000003e-09	6.54e-09	1.3300000000000002e-09	CF-12	CF	Cut Face Creek
CF-130a_LP-DIR-T-1067	CF-130a_LP-DIR-T	CF-130a	2.3	110.4	70.6	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:32:48	LT-T-Z:LP-DIR-T	g	1067	u	8	273	James Pierce		pmagpy-4.2.24-1	8.119999999999999e-08	3.13e-09	9.81e-10	1.77e-10	CF-130	CF	Cut Face Creek
CF-131a_LP-DIR-T-1097	CF-131a_LP-DIR-T	CF-131a	2.5	133.8	48.8	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:34:22	LT-T-Z:LP-DIR-T	g	1097	u	8	273	James Pierce		pmagpy-4.2.24-1	4.38e-08	1.18e-09	1.13e-09	1.1e-09	CF-131	CF	Cut Face Creek
CF-132a_LP-DIR-T-1125	CF-132a_LP-DIR-T	CF-132a	1.0	128.9	36.8	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:35:59	LT-T-Z:LP-DIR-T	g	1125	u	8	273	James Pierce		pmagpy-4.2.24-1	7.92e-08	1.0400000000000001e-09	9.48e-10	6.05e-10	CF-132	CF	Cut Face Creek
CF-133a_LP-DIR-T-1158	CF-133a_LP-DIR-T	CF-133a	3.1	182.0	53.3	0	0	0	0	14	873	This study	hargrave 2021-01-29 10:37:39	LT-T-Z:LP-DIR-T	g	1158	u	8	273	James Pierce		pmagpy-4.2.24-1	5.24e-08	1.56e-09	2.26e-09	8.29e-10	CF-133	CF	Cut Face Creek
CF-134a_LP-DIR-T-1187	CF-134a_LP-DIR-T	CF-134a	1.7	268.5	83.9	0	0	0	0	14	873	This study	hargrave 2021-01-29 10:39:22	LT-T-Z:LP-DIR-T	g	1187	u	8	273	James Pierce		pmagpy-4.2.24-1	1.1599999999999999e-07	1.9600000000000003e-09	2.72e-09	3.3799999999999997e-10	CF-134	CF	Cut Face Creek
CF-135a_LP-DIR-T-1229	CF-135a_LP-DIR-T	CF-135a	4.3	138.1	59.4	0	0	0	0	25	873	This study	hargrave 2021-01-29 10:41:06	LT-T-Z:LP-DIR-T	g	1229	u	8	273	James Pierce		pmagpy-4.2.24-1	8.19e-08	5.53e-09	2.7800000000000003e-09	7.09e-10	CF-135	CF	Cut Face Creek
CF-136a_LP-DIR-T-1265	CF-136a_LP-DIR-T	CF-136a	4.3	157.2	49.0	0	0	0	0	15	873	This study	hargrave 2021-01-29 10:42:47	LT-T-Z:LP-DIR-T	g	1265	u	8	273	James Pierce		pmagpy-4.2.24-1	7.51e-08	2.7500000000000002e-09	4.36e-09	2.54e-09	CF-136	CF	Cut Face Creek
CF-137a_LP-DIR-T-1299	CF-137a_LP-DIR-T	CF-137a	1.8	127.0	53.1	0	0	0	0	16	873	This study	hargrave 2021-01-29 10:44:23	LT-T-Z:LP-DIR-T	g	1299	u	8	273	James Pierce		pmagpy-4.2.24-1	6.46e-08	1.8299999999999999e-09	7.099999999999999e-10	5.41e-10	CF-137	CF	Cut Face Creek
CF-138a_LP-DIR-T-1329	CF-138a_LP-DIR-T	CF-138a	1.2	147.0	70.2	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:45:57	LT-T-Z:LP-DIR-T	g	1329	u	8	273	James Pierce		pmagpy-4.2.24-1	1.59e-07	3.16e-09	3.44e-10	1.3699999999999998e-09	CF-138	CF	Cut Face Creek
CF-139a_LP-DIR-T-1361	CF-139a_LP-DIR-T	CF-139a	1.9	141.5	70.2	0	0	0	0	15	873	This study	hargrave 2021-01-29 10:49:34	LT-T-Z:LP-DIR-T	g	1361	u	8	273	James Pierce		pmagpy-4.2.24-1	2.2e-07	1.4000000000000001e-09	7.0799999999999995e-09	9.88e-10	CF-139	CF	Cut Face Creek
CF-13a_LP-DIR-T-1391	CF-13a_LP-DIR-T	CF-13a	1.2	177.7	-26.7	0	0	0	0	13	873	This study	hargrave 2020-10-07 21:43:20	LT-T-Z:LP-DIR-T	g	1391	u	8	273	James Pierce		pmagpy-4.2.24-1	1.42e-07	6.02e-10	2.8300000000000004e-09	9.66e-10	CF-13	CF	Cut Face Creek
CF-140a_LP-DIR-T-1425	CF-140a_LP-DIR-T	CF-140a	1.7	89.8	54.1	0	0	0	0	16	873	This study	hargrave 2021-01-29 10:51:11	LT-T-Z:LP-DIR-T	g	1425	u	8	273	James Pierce		pmagpy-4.2.24-1	1.7600000000000001e-07	3.939999999999999e-09	3.11e-09	1.7300000000000002e-09	CF-140	CF	Cut Face Creek
CF-141a_LP-DIR-T-1456	CF-141a_LP-DIR-T	CF-141a	2.5	107.3	50.2	0	0	0	0	14	873	This study	hargrave 2021-01-29 10:52:52	LT-T-Z:LP-DIR-T	g	1456	u	8	273	James Pierce		pmagpy-4.2.24-1	1.1800000000000001e-07	4.93e-09	9.16e-10	1.2800000000000001e-09	CF-141	CF	Cut Face Creek
CF-142a_LP-DIR-T-1486	CF-142a_LP-DIR-T	CF-142a	1.4	133.8	58.4	0	0	0	0	13	873	This study	hargrave 2021-01-29 10:54:38	LT-T-Z:LP-DIR-T	g	1486	u	8	273	James Pierce		pmagpy-4.2.24-1	1.0099999999999999e-07	2.0999999999999998e-09	8.55e-10	1.0499999999999999e-09	CF-142	CF	Cut Face Creek
CF-143a_LP-DIR-T-1517	CF-143a_LP-DIR-T	CF-143a	3.3	107.6	49.1	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:50:07	LT-T-Z:LP-DIR-T	g	1517	u	8	273	James Pierce		pmagpy-4.2.24-1	5.6100000000000006e-08	2.7100000000000004e-09	1.57e-09	6.63e-10	CF-143	CF	Cut Face Creek
CF-144a_LP-DIR-T-1543	CF-144a_LP-DIR-T	CF-144a	2.2	137.6	55.0	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:51:26	LT-T-Z:LP-DIR-T	g	1543	u	8	273	James Pierce		pmagpy-4.2.24-1	8.880000000000001e-08	2.98e-09	1.57e-09	7.3e-10	CF-144	CF	Cut Face Creek
CF-145a_LP-DIR-T-1569	CF-145a_LP-DIR-T	CF-145a	3.3	130.9	47.9	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:52:39	LT-T-Z:LP-DIR-T	g	1569	u	8	273	James Pierce		pmagpy-4.2.24-1	3.55e-08	6.39e-10	2.02e-09	6.97e-10	CF-145	CF	Cut Face Creek
CF-146a_LP-DIR-T-1595	CF-146a_LP-DIR-T	CF-146a	1.9	138.9	36.3	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:53:49	LT-T-Z:LP-DIR-T	g	1595	u	8	273	James Pierce		pmagpy-4.2.24-1	1.05e-07	1.75e-09	1.3900000000000002e-09	2.6899999999999996e-09	CF-146	CF	Cut Face Creek
CF-147a_LP-DIR-T-1625	CF-147a_LP-DIR-T	CF-147a	0.8	152.5	63.9	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:54:59	LT-T-Z:LP-DIR-T	g	1625	u	8	273	James Pierce		pmagpy-4.2.24-1	2.1800000000000002e-07	1.66e-09	2.36e-09	8.38e-10	CF-147	CF	Cut Face Creek
CF-148a_LP-DIR-T-1655	CF-148a_LP-DIR-T	CF-148a	1.2	131.3	46.5	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:56:09	LT-T-Z:LP-DIR-T	g	1655	u	8	273	James Pierce		pmagpy-4.2.24-1	7.4e-08	9.82e-10	1.29e-09	5.95e-10	CF-148	CF	Cut Face Creek
CF-149a_LP-DIR-T-1685	CF-149a_LP-DIR-T	CF-149a	1.3	138.7	57.2	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:57:19	LT-T-Z:LP-DIR-T	g	1685	u	8	273	James Pierce		pmagpy-4.2.24-1	9.67e-08	1.66e-09	1.59e-09	3.4299999999999995e-10	CF-149	CF	Cut Face Creek
CF-14a_LP-DIR-T-1715	CF-14a_LP-DIR-T	CF-14a	1.4	194.0	-25.8	0	0	0	0	14	873	This study	hargrave 2020-10-07 21:44:48	LT-T-Z:LP-DIR-T	g	1715	u	8	273	James Pierce		pmagpy-4.2.24-1	1.99e-07	1.23e-09	4.56e-09	1.59e-09	CF-14	CF	Cut Face Creek
CF-150a_LP-DIR-T-1747	CF-150a_LP-DIR-T	CF-150a	2.5	154.1	65.4	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:58:29	LT-T-Z:LP-DIR-T	g	1747	u	8	273	James Pierce		pmagpy-4.2.24-1	7.36e-08	8.29e-10	2.99e-09	7.04e-10	CF-150	CF	Cut Face Creek
CF-151a_LP-DIR-T-1778	CF-151a_LP-DIR-T	CF-151a	1.4	130.7	20.6	0	0	0	0	14	873	This study	hargrave 2021-01-31 11:59:46	LT-T-Z:LP-DIR-T	g	1778	u	8	273	James Pierce		pmagpy-4.2.24-1	3.46e-08	6.05e-10	6.900000000000001e-10	6.169999999999999e-10	CF-151	CF	Cut Face Creek
CF-152a_LP-DIR-T-1809	CF-152a_LP-DIR-T	CF-152a	2.3	108.8	54.5	0	0	0	0	15	873	This study	hargrave 2021-01-31 12:01:13	LT-T-Z:LP-DIR-T	g	1809	u	8	273	James Pierce		pmagpy-4.2.24-1	1.26e-07	3.71e-09	2.38e-09	2.41e-09	CF-152	CF	Cut Face Creek
CF-153a_LP-DIR-T-1840	CF-153a_LP-DIR-T	CF-153a	1.1	211.5	62.3	0	0	0	0	14	873	This study	hargrave 2021-01-31 12:04:20	LT-T-Z:LP-DIR-T	g	1840	u	8	273	James Pierce		pmagpy-4.2.24-1	1.29e-07	1.21e-09	2.15e-09	7.54e-10	CF-153	CF	Cut Face Creek
CF-154a_LP-DIR-T-1880	CF-154a_LP-DIR-T	CF-154a	5.4	188.1	50.1	0	0	0	0	14	873	This study	hargrave 2021-01-31 12:05:31	LT-T-Z:LP-DIR-T	g	1880	u	8	273	James Pierce		pmagpy-4.2.24-1	4.1399999999999994e-08	8.780000000000001e-10	3.8e-09	7.5e-10	CF-154	CF	Cut Face Creek
CF-155a_LP-DIR-T-1907	CF-155a_LP-DIR-T	CF-155a	0.9	180.5	57.3	0	0	0	0	15	873	This study	hargrave 2021-01-31 12:06:43	LT-T-Z:LP-DIR-T	g	1907	u	8	273	James Pierce		pmagpy-4.2.24-1	5.94e-08	8.09e-10	6.21e-10	1.7500000000000002e-10	CF-155	CF	Cut Face Creek
CF-156a_LP-DIR-T-1933	CF-156a_LP-DIR-T	CF-156a	1.5	252.8	28.9	0	0	0	0	14	873	This study	hargrave 2021-01-31 12:07:53	LT-T-Z:LP-DIR-T	g	1933	u	8	273	James Pierce		pmagpy-4.2.24-1	4.05e-08	7.820000000000001e-10	7.43e-10	6.189999999999999e-10	CF-156	CF	Cut Face Creek
CF-157a_LP-DIR-T-1959	CF-157a_LP-DIR-T	CF-157a	3.8	172.4	76.7	0	0	0	0	14	873	This study	hargrave 2021-01-31 12:08:59	LT-T-Z:LP-DIR-T	g	1959	u	8	273	James Pierce		pmagpy-4.2.24-1	1.43e-07	1.07e-09	9.420000000000001e-09	2.87e-10	CF-157	CF	Cut Face Creek
CF-158a_LP-DIR-T-1991	CF-158a_LP-DIR-T	CF-158a	1.2	113.9	64.2	0	0	0	0	14	873	This study	hargrave 2021-01-31 12:10:09	LT-T-Z:LP-DIR-T	g	1991	u	8	273	James Pierce		pmagpy-4.2.24-1	1.62e-07	2.38e-09	2.39e-09	7.22e-10	CF-158	CF	Cut Face Creek
CF-159a_LP-DIR-T-2021	CF-159a_LP-DIR-T	CF-159a	2.0	153.3	45.2	0	0	0	0	14	873	This study	hargrave 2021-01-31 12:11:21	LT-T-Z:LP-DIR-T	g	2021	u	8	273	James Pierce		pmagpy-4.2.24-1	6.73e-08	6.900000000000001e-10	2.18e-09	8.76e-10	CF-159	CF	Cut Face Creek
CF-15a_LP-DIR-T-2053	CF-15a_LP-DIR-T	CF-15a	4.1	199.2	-39.0	0	0	0	0	14	873	This study	hargrave 2020-10-07 21:46:18	LT-T-Z:LP-DIR-T	g	2053	u	8	273	James Pierce		pmagpy-4.2.24-1	1.36e-07	3.0599999999999998e-09	9.33e-09	7.56e-10	CF-15	CF	Cut Face Creek
