tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		35.1	198.9	60.8	CF-54a_LP-DIR-T	hargrave 2020-08-30 21:02:00	2.3199999999999999e-07	1.14e-07	3.92e-08	2.16e-07	8	273	CF-54a_LP-DIR-T-30	LT-NO:LP-DIR-T	g	30	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	0	273.0
	This study		30.9	187.4	61.3	CF-54a_LP-DIR-T	hargrave 2020-08-31 09:38:27	2.33e-07	1.1900000000000001e-07	1.55e-08	2.1800000000000002e-07	8	273	CF-54a_LP-DIR-T-31	LT-NO:LP-DIR-T	g	31	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	1	273.0
	This study		1.3	187.8	62.5	CF-54a_LP-DIR-T	hargrave 2020-08-31 09:48:34	4.66e-07	8.85e-09	3.5399999999999998e-09	4.6100000000000004e-09	8	273	CF-54a_LP-DIR-T-32	LT-NO:LP-DIR-T	g	32	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	2	273.0
	This study		50.8	197.3	60.9	CF-54a_LP-DIR-T	hargrave 2020-10-09 14:45:09	2.24e-07	1.11e-07	3.48e-08	2.0899999999999998e-07	8	273	CF-54a_LP-DIR-T-33	LT-NO:LP-DIR-T	g	33	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	3	273.0
	This study		76.3	19.1	48.9	CF-54a_LP-DIR-T	hargrave 2020-10-09 17:20:22	5.62e-12	4.860000000000001e-12	7.11e-12	1.7e-11	8	273	CF-54a_LP-DIR-T-34	LT-NO:LP-DIR-T	g	34	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	4	273.0
	This study		3.7	195.3	60.7	CF-54a_LP-DIR-T	hargrave 2020-10-13 16:57:45	3.5e-07	1.93e-08	8.71e-09	8.57e-09	8	273	CF-54a_LP-DIR-T-35	LT-T-Z:LP-DIR-T	g	35	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	5	373.0
	This study		2.0	197.8	63.4	CF-54a_LP-DIR-T	hargrave 2020-10-17 17:58:23	3.34e-07	7.37e-09	9.03e-09	2.21e-09	8	273	CF-54a_LP-DIR-T-36	LT-T-Z:LP-DIR-T	g	36	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	6	473.0
	This study		81.6	186.8	64.8	CF-54a_LP-DIR-T	hargrave 2020-10-30 15:10:58	1.5199999999999998e-07	6.88e-08	8.27e-09	1.47e-07	8	273	CF-54a_LP-DIR-T-37	LT-T-Z:LP-DIR-T	g	37	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	7	573.0
	This study		1.9	195.0	65.0	CF-54a_LP-DIR-T	hargrave 2020-10-30 16:44:41	3.05e-07	3.3600000000000004e-09	9.620000000000001e-09	8.46e-10	8	273	CF-54a_LP-DIR-T-38	LT-T-Z:LP-DIR-T	g	38	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	8	573.0
	This study		1.0	202.6	65.7	CF-54a_LP-DIR-T	hargrave 2020-11-15 12:08:18	2.58e-07	8.87e-10	4.51e-09	1.09e-09	8	273	CF-54a_LP-DIR-T-39	LT-T-Z:LP-DIR-T	g	39	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	9	673.0
	This study		0.6	201.4	65.8	CF-54a_LP-DIR-T	hargrave 2020-11-15 21:29:27	2.37e-07	9.550000000000001e-10	2.28e-09	5.59e-10	8	273	CF-54a_LP-DIR-T-40	LT-T-Z:LP-DIR-T	g	40	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	10	723.0
	This study		2.2	203.9	67.0	CF-54a_LP-DIR-T	hargrave 2020-11-18 20:41:38	2.1300000000000001e-07	7.77e-09	9.57e-10	2.7399999999999996e-09	8	273	CF-54a_LP-DIR-T-41	LT-T-Z:LP-DIR-T	g	41	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	11	773.0
	This study		1.3	200.4	65.9	CF-54a_LP-DIR-T	hargrave 2020-11-22 12:33:07	2.03e-07	4.23e-09	9.760000000000001e-10	1.6699999999999998e-09	8	273	CF-54a_LP-DIR-T-42	LT-T-Z:LP-DIR-T	g	42	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	12	798.0
	This study		1.4	201.0	66.6	CF-54a_LP-DIR-T	hargrave 2020-11-25 18:11:17	1.96e-07	4.51e-09	1.09e-09	1.6300000000000002e-09	8	273	CF-54a_LP-DIR-T-43	LT-T-Z:LP-DIR-T	g	43	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	13	823.0
	This study		1.8	205.2	66.4	CF-54a_LP-DIR-T	hargrave 2020-11-27 15:23:43	1.8600000000000002e-07	2.23e-09	5.06e-09	2.04e-09	8	273	CF-54a_LP-DIR-T-44	LT-T-Z:LP-DIR-T	g	44	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	14	833.0
	This study		0.8	204.7	66.4	CF-54a_LP-DIR-T	hargrave 2020-12-09 13:56:01	1.75e-07	1.5299999999999999e-09	1.56e-09	8.98e-10	8	273	CF-54a_LP-DIR-T-45	LT-T-Z:LP-DIR-T	g	45	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	15	843.0
	This study		3.0	205.4	68.0	CF-54a_LP-DIR-T	hargrave 2020-12-10 12:29:56	1.68e-07	7.59e-09	4.14e-09	2.0999999999999998e-09	8	273	CF-54a_LP-DIR-T-46	LT-T-Z:LP-DIR-T	g	46	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	16	853.0
	This study		2.0	203.8	67.4	CF-54a_LP-DIR-T	hargrave 2020-12-10 21:02:30	1.6100000000000003e-07	4.63e-09	2.64e-09	1.4199999999999999e-09	8	273	CF-54a_LP-DIR-T-47	LT-T-Z:LP-DIR-T	g	47	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	17	863.0
	This study		0.6	201.1	66.2	CF-54a_LP-DIR-T	hargrave 2020-12-11 09:15:01	1.5199999999999998e-07	1.31e-09	9.919999999999999e-10	5.12e-10	8	273	CF-54a_LP-DIR-T-48	LT-T-Z:LP-DIR-T	g	48	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	18	873.0
	This study		1.6	199.9	67.6	CF-54a_LP-DIR-T	hargrave 2020-12-11 22:27:34	1.4599999999999998e-07	2.0100000000000003e-09	3.5700000000000003e-09	3.1800000000000004e-10	8	273	CF-54a_LP-DIR-T-49	LT-T-Z:LP-DIR-T	g	49	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	19	883.0
	This study		3.2	205.6	67.3	CF-54a_LP-DIR-T	hargrave 2020-12-13 23:16:22	1.3800000000000002e-07	3.78e-09	6.590000000000001e-09	3.06e-10	8	273	CF-54a_LP-DIR-T-50	LT-T-Z:LP-DIR-T	g	50	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	20	893.0
	This study		4.9	195.7	67.8	CF-54a_LP-DIR-T	hargrave 2020-12-14 20:04:34	1.32e-07	4.4799999999999994e-09	1.05e-08	4.1799999999999995e-10	8	273	CF-54a_LP-DIR-T-51	LT-T-Z:LP-DIR-T	g	51	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	21	903.0
	This study		2.2	204.5	67.4	CF-54a_LP-DIR-T	hargrave 2020-12-18 14:51:49	1.24e-07	3.3799999999999995e-09	3.18e-09	6.189999999999999e-10	8	273	CF-54a_LP-DIR-T-52	LT-T-Z:LP-DIR-T	g	52	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	22	913.0
	This study		0.9	208.2	67.4	CF-54a_LP-DIR-T	hargrave 2020-12-18 20:12:35	1.1699999999999999e-07	1.24e-09	1.4300000000000002e-09	4.48e-10	8	273	CF-54a_LP-DIR-T-53	LT-T-Z:LP-DIR-T	g	53	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	23	923.0
	This study		1.5	205.1	67.9	CF-54a_LP-DIR-T	hargrave 2020-12-19 18:34:01	1.0099999999999999e-07	2.47e-09	1.13e-09	4.29e-10	8	273	CF-54a_LP-DIR-T-54	LT-T-Z:LP-DIR-T	g	54	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	24	933.0
	This study		2.8	202.4	69.8	CF-54a_LP-DIR-T	hargrave 2020-12-20 13:23:29	8.32e-08	3.1e-09	2.49e-09	5.02e-10	8	273	CF-54a_LP-DIR-T-55	LT-T-Z:LP-DIR-T	g	55	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	25	937.0
	This study		3.6	211.9	68.4	CF-54a_LP-DIR-T	hargrave 2020-12-22 13:48:59	7.06e-08	3.76e-09	2.26e-09	4.86e-10	8	273	CF-54a_LP-DIR-T-56	LT-T-Z:LP-DIR-T	g	56	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	26	941.0
	This study		49.9	203.2	67.2	CF-54a_LP-DIR-T	hargrave 2020-12-29 12:19:21	2.94e-08	1.1200000000000001e-08	4.82e-09	2.8999999999999998e-08	8	273	CF-54a_LP-DIR-T-57	LT-T-Z:LP-DIR-T	g	57	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	27	945.0
	This study		66.4	242.7	72.8	CF-54a_LP-DIR-T	hargrave 2020-12-29 14:02:17	5.18e-12	2.38e-12	1.65e-12	7.200000000000001e-12	8	273	CF-54a_LP-DIR-T-58	LT-T-Z:LP-DIR-T	g	58	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	28	945.0
	This study		27.1	274.8	-78.9	CF-54a_LP-DIR-T	hargrave 2020-12-29 14:23:24	1.26e-11	2.92e-12	4.0199999999999994e-12	3.79e-12	8	273	CF-54a_LP-DIR-T-59	LT-T-Z:LP-DIR-T	g	59	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	29	945.0
	This study		3.0	212.9	67.0	CF-54a_LP-DIR-T	hargrave 2020-12-29 19:41:35	4.6200000000000003e-08	2.2399999999999997e-09	9.080000000000001e-10	1.79e-10	8	273	CF-54a_LP-DIR-T-60	LT-T-Z:LP-DIR-T	g	60	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	30	947.0
	This study		2.3	197.5	68.0	CF-54a_LP-DIR-T	hargrave 2021-01-01 13:52:42	4.46e-08	1.02e-09	1.5299999999999999e-09	2.83e-10	8	273	CF-54a_LP-DIR-T-61	LT-T-Z:LP-DIR-T	g	61	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	31	949.0
	This study		2.1	203.9	67.8	CF-54a_LP-DIR-T	hargrave 2021-01-01 21:32:43	4.22e-08	1.49e-09	4.34e-10	2.57e-10	8	273	CF-54a_LP-DIR-T-62	LT-T-Z:LP-DIR-T	g	62	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	32	951.0
	This study		79.2	358.0	79.9	CF-54a_LP-DIR-T	hargrave 2021-01-02 15:57:27	1.3699999999999999e-11	4.32e-12	9.990000000000001e-12	2.6100000000000002e-11	8	273	CF-54a_LP-DIR-T-63	LT-T-Z:LP-DIR-T	g	63	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	33	953.0
	This study		78.1	319.4	56.6	CF-54a_LP-DIR-T	hargrave 2021-01-02 17:11:00	1.06e-11	7.54e-12	6.29e-12	3.8e-11	8	273	CF-54a_LP-DIR-T-64	LT-T-Z:LP-DIR-T	g	64	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	34	953.0
	This study		77.9	252.2	-3.8	CF-54a_LP-DIR-T	hargrave 2021-01-03 13:16:21	3.0499999999999997e-12	6.8700000000000004e-12	8.46e-12	1.5e-11	8	273	CF-54a_LP-DIR-T-65	LT-T-Z:LP-DIR-T	g	65	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	35	955.0
	This study		7.7	189.1	66.7	CF-54a_LP-DIR-T	hargrave 2021-01-03 14:36:09	2.92e-08	1.54e-09	3.64e-09	2.56e-10	8	273	CF-54a_LP-DIR-T-66	LT-T-Z:LP-DIR-T	g	66	pmagpy-4.2.24-1	CF-54a	u	0	0	0.0	0.0	36	955.0
	This study		2.1	184.9	55.9	CF-56a_LP-DIR-T	hargrave 2020-08-30 21:03:34	3.16e-07	1.92e-09	1.1499999999999999e-08	1.16e-09	8	273	CF-56a_LP-DIR-T-67	LT-NO:LP-DIR-T	g	67	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	0	273.0
	This study		2.1	190.3	57.7	CF-56a_LP-DIR-T	hargrave 2020-10-09 14:46:38	3.1e-07	3.5600000000000005e-09	1.01e-08	4.36e-09	8	273	CF-56a_LP-DIR-T-68	LT-NO:LP-DIR-T	g	68	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	1	273.0
	This study		2.8	190.0	59.0	CF-56a_LP-DIR-T	hargrave 2020-10-13 16:58:58	3.03e-07	6.54e-09	1.29e-08	4.4799999999999994e-09	8	273	CF-56a_LP-DIR-T-69	LT-T-Z:LP-DIR-T	g	69	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	2	373.0
	This study		3.1	196.1	63.0	CF-56a_LP-DIR-T	hargrave 2020-10-17 17:59:52	2.84e-07	5.6399999999999995e-09	1.4499999999999999e-08	1.0300000000000002e-09	8	273	CF-56a_LP-DIR-T-70	LT-T-Z:LP-DIR-T	g	70	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	3	473.0
	This study		2.8	197.9	65.8	CF-56a_LP-DIR-T	hargrave 2020-10-30 15:12:27	2.48e-07	3.8e-09	1.1499999999999999e-08	9.78e-10	8	273	CF-56a_LP-DIR-T-71	LT-T-Z:LP-DIR-T	g	71	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	4	573.0
	This study		1.7	210.2	67.8	CF-56a_LP-DIR-T	hargrave 2020-11-15 12:09:47	1.99e-07	2.0600000000000003e-09	5.520000000000001e-09	8.66e-10	8	273	CF-56a_LP-DIR-T-72	LT-T-Z:LP-DIR-T	g	72	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	5	673.0
	This study		1.9	212.8	68.1	CF-56a_LP-DIR-T	hargrave 2020-11-15 21:30:55	1.85e-07	3.11e-09	5.420000000000001e-09	7.349999999999999e-10	8	273	CF-56a_LP-DIR-T-73	LT-T-Z:LP-DIR-T	g	73	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	6	723.0
	This study		1.5	219.3	68.1	CF-56a_LP-DIR-T	hargrave 2020-11-18 20:43:07	1.65e-07	3.4899999999999997e-09	1.9600000000000003e-09	1.6399999999999997e-09	8	273	CF-56a_LP-DIR-T-74	LT-T-Z:LP-DIR-T	g	74	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	7	773.0
	This study		1.9	213.3	69.2	CF-56a_LP-DIR-T	hargrave 2020-11-22 12:34:36	1.6e-07	2.33e-09	4.3700000000000004e-09	1.8100000000000002e-09	8	273	CF-56a_LP-DIR-T-75	LT-T-Z:LP-DIR-T	g	75	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	8	798.0
	This study		2.1	211.3	69.2	CF-56a_LP-DIR-T	hargrave 2020-11-25 18:12:45	1.58e-07	2.55e-09	5.02e-09	1.6399999999999997e-09	8	273	CF-56a_LP-DIR-T-76	LT-T-Z:LP-DIR-T	g	76	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	9	823.0
	This study		3.0	214.4	70.0	CF-56a_LP-DIR-T	hargrave 2020-11-27 15:25:11	1.49e-07	1.4000000000000001e-09	7.57e-09	1.3800000000000002e-09	8	273	CF-56a_LP-DIR-T-77	LT-T-Z:LP-DIR-T	g	77	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	10	833.0
	This study		1.4	221.4	70.9	CF-56a_LP-DIR-T	hargrave 2020-12-09 13:57:12	1.34e-07	1.4400000000000002e-09	2.92e-09	5.03e-10	8	273	CF-56a_LP-DIR-T-78	LT-T-Z:LP-DIR-T	g	78	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	11	843.0
	This study		2.1	218.7	70.5	CF-56a_LP-DIR-T	hargrave 2020-12-10 12:31:08	1.2699999999999999e-07	1.87e-09	4.220000000000001e-09	6.79e-10	8	273	CF-56a_LP-DIR-T-79	LT-T-Z:LP-DIR-T	g	79	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	12	853.0
	This study		1.2	222.7	71.7	CF-56a_LP-DIR-T	hargrave 2020-12-10 21:03:41	1.23e-07	9.02e-10	2.42e-09	5.48e-10	8	273	CF-56a_LP-DIR-T-80	LT-T-Z:LP-DIR-T	g	80	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	13	863.0
	This study		2.2	222.6	70.9	CF-56a_LP-DIR-T	hargrave 2020-12-11 09:16:29	1.1599999999999999e-07	1.6300000000000002e-09	4.14e-09	5.13e-10	8	273	CF-56a_LP-DIR-T-81	LT-T-Z:LP-DIR-T	g	81	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	14	873.0
	This study		2.1	218.8	71.1	CF-56a_LP-DIR-T	hargrave 2020-12-11 22:29:52	1.1599999999999999e-07	1.4199999999999999e-09	4.04e-09	4.42e-10	8	273	CF-56a_LP-DIR-T-82	LT-T-Z:LP-DIR-T	g	82	pmagpy-4.2.24-1	CF-56a	u	0	0	0.0	0.0	15	883.0
