tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
JP	This study		0.2	334.5	84.0	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:14:47	1.07e-06	3.58e-09	2.64e-09	6.16e-10	8	273	GH1-2a_LP-DIR-AF-66	LT-AF-Z:LP-DIR-AF	g	66	pmagpy-4.2.72	GH1-2a	u	0.08	0	0.0	0.0	27	273
JP	This study		0.3	335.8	84.1	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:16:09	1.04e-06	3.71e-09	3.3e-09	5.72e-10	8	273	GH1-2a_LP-DIR-AF-67	LT-AF-Z:LP-DIR-AF	g	67	pmagpy-4.2.72	GH1-2a	u	0.085	0	0.0	0.0	28	273
JP	This study		0.3	336.8	84.2	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:17:31	1.01e-06	3.3799999999999995e-09	2.95e-09	4.87e-10	8	273	GH1-2a_LP-DIR-AF-68	LT-AF-Z:LP-DIR-AF	g	68	pmagpy-4.2.72	GH1-2a	u	0.09	0	0.0	0.0	29	273
JP	This study		0.3	338.2	84.1	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:18:57	9.82e-07	3.24e-09	2.87e-09	4.85e-10	8	273	GH1-2a_LP-DIR-AF-69	LT-AF-Z:LP-DIR-AF	g	69	pmagpy-4.2.72	GH1-2a	u	0.095	0	0.0	0.0	30	273
JP	This study		0.3	335.0	84.0	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:20:20	9.61e-07	3.2799999999999994e-09	3.11e-09	5.11e-10	8	273	GH1-2a_LP-DIR-AF-70	LT-AF-Z:LP-DIR-AF	g	70	pmagpy-4.2.72	GH1-2a	u	0.1	0	0.0	0.0	31	273
JP	This study		0.3	332.5	83.5	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:21:43	9.440000000000001e-07	3.2299999999999994e-09	2.7500000000000002e-09	5.91e-10	8	273	GH1-2a_LP-DIR-AF-71	LT-AF-Z:LP-DIR-AF	g	71	pmagpy-4.2.72	GH1-2a	u	0.105	0	0.0	0.0	32	273
JP	This study		0.3	337.9	84.4	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:23:09	9.31e-07	3.24e-09	3.04e-09	4.2999999999999996e-10	8	273	GH1-2a_LP-DIR-AF-72	LT-AF-Z:LP-DIR-AF	g	72	pmagpy-4.2.72	GH1-2a	u	0.11	0	0.0	0.0	33	273
JP	This study		0.3	332.6	83.8	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:24:33	9.15e-07	3.2e-09	3.2600000000000003e-09	5.249999999999999e-10	8	273	GH1-2a_LP-DIR-AF-73	LT-AF-Z:LP-DIR-AF	g	73	pmagpy-4.2.72	GH1-2a	u	0.115	0	0.0	0.0	34	273
JP	This study		0.3	335.0	84.0	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:25:56	9.04e-07	2.92e-09	3.1e-09	4.959999999999999e-10	8	273	GH1-2a_LP-DIR-AF-74	LT-AF-Z:LP-DIR-AF	g	74	pmagpy-4.2.72	GH1-2a	u	0.12	0	0.0	0.0	35	273
JP	This study		0.3	339.0	83.8	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:27:20	9.03e-07	3.12e-09	3.11e-09	4.5600000000000003e-10	8	273	GH1-2a_LP-DIR-AF-75	LT-AF-Z:LP-DIR-AF	g	75	pmagpy-4.2.72	GH1-2a	u	0.125	0	0.0	0.0	36	273
JP	This study		0.3	341.3	83.8	GH1-2a_LP-DIR-AF	hargrave 2021-04-13 19:28:46	8.95e-07	3.08e-09	3.15e-09	4.36e-10	8	273	GH1-2a_LP-DIR-AF-76	LT-AF-Z:LP-DIR-AF	g	76	pmagpy-4.2.72	GH1-2a	u	0.13	0	0.0	0.0	37	273
JP	This study		0.3	252.4	84.1	GH1-3a_LP-DIR-AF	hargrave 2021-04-13 19:30:18	4.9e-06	1.86e-08	1.6799999999999998e-08	4.770000000000001e-09	8	273	GH1-3a_LP-DIR-AF-77	LT-NO:LP-DIR-AF	g	77	pmagpy-4.2.72	GH1-3a	u	0.0	0	0.0	0.0	0	273
JP	This study		0.3	251.0	84.1	GH1-3a_LP-DIR-AF	hargrave 2021-04-13 19:31:40	4.88e-06	1.8700000000000002e-08	1.71e-08	5.0900000000000004e-09	8	273	GH1-3a_LP-DIR-AF-78	LT-AF-Z:LP-DIR-AF	g	78	pmagpy-4.2.72	GH1-3a	u	0.001	0	0.0	0.0	1	273
JP	This study		0.3	250.4	84.1	GH1-3a_LP-DIR-AF	hargrave 2021-04-13 19:33:02	4.87e-06	1.88e-08	1.7e-08	5.07e-09	8	273	GH1-3a_LP-DIR-AF-79	LT-AF-Z:LP-DIR-AF	g	79	pmagpy-4.2.72	GH1-3a	u	0.002	0	0.0	0.0	2	273
JP	This study		0.3	250.2	84.0	GH1-3a_LP-DIR-AF	hargrave 2021-04-13 19:34:24	4.86e-06	1.89e-08	1.74e-08	5.02e-09	8	273	GH1-3a_LP-DIR-AF-80	LT-AF-Z:LP-DIR-AF	g	80	pmagpy-4.2.72	GH1-3a	u	0.003	0	0.0	0.0	3	273
